report_date,load_time,load_type,load_weight,dropoff_site
2021-01-06,2021-01-06 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,19560.0,BALCONES RECYCLING
2021-01-06,2021-01-06 01:15:00.000000 UTC,RECYCLING - SINGLE STREAM,18000.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:45:00.000000 UTC,RECYCLING - SINGLE STREAM,9300.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,7660.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11680.0,BALCONES RECYCLING
2021-01-06,2021-01-06 04:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12000.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,3260.0,BALCONES RECYCLING
2021-01-06,2021-01-06 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12840.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11560.0,BALCONES RECYCLING
2021-01-06,2021-01-06 04:00:00.000000 UTC,RECYCLING - SINGLE STREAM,5100.0,BALCONES RECYCLING
2021-01-06,2021-01-06 03:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12200.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,13420.0,BALCONES RECYCLING
2021-01-06,2021-01-06 04:00:00.000000 UTC,RECYCLING - SINGLE STREAM,13320.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10600.0,BALCONES RECYCLING
2021-01-06,2021-01-06 12:51:00.000000 UTC,RECYCLING - SINGLE STREAM,4560.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11420.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:55:00.000000 UTC,RECYCLING - SINGLE STREAM,14120.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:15:00.000000 UTC,RECYCLING - SINGLE STREAM,7600.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:35:00.000000 UTC,RECYCLING - SINGLE STREAM,12660.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:35:00.000000 UTC,RECYCLING - SINGLE STREAM,16780.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:10:00.000000 UTC,RECYCLING - SINGLE STREAM,4440.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:15:00.000000 UTC,RECYCLING - SINGLE STREAM,10480.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:20:00.000000 UTC,RECYCLING - SINGLE STREAM,6520.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:24:00.000000 UTC,RECYCLING - SINGLE STREAM,13380.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:35:00.000000 UTC,RECYCLING - SINGLE STREAM,13760.0,BALCONES RECYCLING
2021-01-06,2021-01-06 11:31:00.000000 UTC,RECYCLING - SINGLE STREAM,14100.0,BALCONES RECYCLING
2021-01-06,2021-01-06 09:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10740.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,13460.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12560.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,8200.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,13040.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12580.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10540.0,BALCONES RECYCLING
2021-01-06,2021-01-06 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12300.0,BALCONES RECYCLING
2021-01-06,2021-01-06 12:50:00.000000 UTC,RECYCLING - SINGLE STREAM,7200.0,BALCONES RECYCLING
2021-01-06,2021-01-06 12:46:00.000000 UTC,RECYCLING - SINGLE STREAM,4800.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:19:00.000000 UTC,RECYCLING - SINGLE STREAM,12740.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:21:00.000000 UTC,RECYCLING - SINGLE STREAM,11020.0,BALCONES RECYCLING
2021-01-06,2021-01-06 10:07:00.000000 UTC,RECYCLED METAL,220.0,AUSTIN IRON AND METAL
2021-01-07,2021-01-07 12:17:00.000000 UTC,TIRES,1440.0,MRF
2021-01-07,2021-01-07 12:41:00.000000 UTC,TIRES,1520.0,MRF
2021-01-07,2021-01-07 08:35:00.000000 UTC,RECYCLING - SINGLE STREAM,380.0,TDS - MRF
2021-01-07,2021-01-07 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 02:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 12:10:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-07,2021-01-07 01:30:00.000000 UTC,BRUSH,5500.0,HORNSBY BEND
2021-01-07,2021-01-07 07:50:00.000000 UTC,BRUSH,5500.0,HORNSBY BEND
2021-01-07,2021-01-07 11:05:00.000000 UTC,BRUSH,5500.0,HORNSBY BEND
2021-01-07,2021-01-07 02:17:00.000000 UTC,BRUSH,8840.0,HORNSBY BEND
2021-01-07,2021-01-07 11:30:00.000000 UTC,BRUSH,8020.0,HORNSBY BEND
2021-01-07,2021-01-07 03:40:00.000000 UTC,BRUSH,6360.0,HORNSBY BEND
2021-01-07,2021-01-07 02:30:00.000000 UTC,BRUSH,7380.0,HORNSBY BEND
2021-01-07,2021-01-08 10:41:00.000000 UTC,BRUSH,3980.0,HORNSBY BEND
2021-01-07,2021-01-07 12:00:00.000000 UTC,YARD TRIMMING,15920.0,HORNSBY BEND
2021-01-07,2021-01-07 12:00:00.000000 UTC,YARD TRIMMING,2840.0,HORNSBY BEND
2021-01-07,2021-01-07 12:00:00.000000 UTC,YARD TRIMMING,11280.0,HORNSBY BEND
2021-01-07,2021-01-07 03:42:00.000000 UTC,YARD TRIMMING,10460.0,HORNSBY BEND
2021-01-07,2021-01-07 12:00:00.000000 UTC,YARD TRIMMING,16020.0,HORNSBY BEND
2021-01-07,2021-01-07 01:53:00.000000 UTC,BULK,5040.0,TDS LANDFILL
2021-01-07,2021-01-07 02:12:00.000000 UTC,BULK,1700.0,TDS LANDFILL
2021-01-07,2021-01-07 07:11:00.000000 UTC,BULK,4740.0,TDS LANDFILL
2021-01-07,2021-01-07 01:01:00.000000 UTC,BULK,2520.0,TDS LANDFILL
2021-01-07,2021-01-07 01:06:00.000000 UTC,BULK,2780.0,TDS LANDFILL
2021-01-07,2021-01-07 01:54:00.000000 UTC,DEAD ANIMAL,200.0,TDS LANDFILL
2021-01-07,2021-01-07 11:54:00.000000 UTC,GARBAGE COLLECTIONS,26700.0,TDS LANDFILL
2021-01-07,2021-01-07 12:15:00.000000 UTC,GARBAGE COLLECTIONS,23460.0,TDS LANDFILL
2021-01-07,2021-01-07 01:12:00.000000 UTC,GARBAGE COLLECTIONS,22640.0,TDS LANDFILL
2021-01-07,2021-01-07 12:47:00.000000 UTC,GARBAGE COLLECTIONS,13880.0,TDS LANDFILL
2021-01-07,2021-01-07 01:44:00.000000 UTC,GARBAGE COLLECTIONS,9380.0,TDS LANDFILL
2021-01-07,2021-01-07 12:45:00.000000 UTC,GARBAGE COLLECTIONS,27660.0,TDS LANDFILL
2021-01-07,2021-01-07 07:30:00.000000 UTC,GARBAGE COLLECTIONS,26540.0,TDS LANDFILL
2021-01-07,2021-01-07 12:08:00.000000 UTC,GARBAGE COLLECTIONS,29360.0,TDS LANDFILL
2021-01-07,2021-01-07 01:14:00.000000 UTC,GARBAGE COLLECTIONS,11460.0,TDS LANDFILL
2021-01-07,2021-01-07 11:55:00.000000 UTC,GARBAGE COLLECTIONS,15300.0,TDS LANDFILL
2021-01-07,2021-01-07 11:55:00.000000 UTC,GARBAGE COLLECTIONS,19640.0,TDS LANDFILL
2021-01-07,2021-01-07 12:00:00.000000 UTC,GARBAGE COLLECTIONS,24900.0,TDS LANDFILL
2021-01-07,2021-01-07 12:00:00.000000 UTC,GARBAGE COLLECTIONS,27080.0,TDS LANDFILL
2021-01-07,2021-01-07 12:10:00.000000 UTC,GARBAGE COLLECTIONS,6720.0,TDS LANDFILL
2021-01-07,2021-01-07 12:10:00.000000 UTC,GARBAGE COLLECTIONS,20080.0,TDS LANDFILL
2021-01-07,2021-01-07 12:34:00.000000 UTC,GARBAGE COLLECTIONS,20220.0,TDS LANDFILL
2021-01-07,2021-01-07 08:32:00.000000 UTC,SWEEPING,6360.0,TDS LANDFILL
2021-01-07,2021-01-07 12:44:00.000000 UTC,SWEEPING,5020.0,TDS LANDFILL
2021-01-07,2021-01-07 11:04:00.000000 UTC,SWEEPING,4880.0,TDS LANDFILL
2021-01-07,2021-01-07 10:23:00.000000 UTC,GARBAGE COLLECTIONS,15980.0,TDS LANDFILL
2021-01-07,2021-01-07 04:56:00.000000 UTC,GARBAGE COLLECTIONS,22380.0,TDS LANDFILL
2021-01-07,2021-01-07 07:25:00.000000 UTC,GARBAGE COLLECTIONS,14600.0,TDS LANDFILL
2021-01-07,2021-01-07 11:28:00.000000 UTC,GARBAGE COLLECTIONS,19400.0,TDS LANDFILL
2021-01-07,2021-01-07 04:01:00.000000 UTC,GARBAGE COLLECTIONS,14440.0,TDS LANDFILL
2021-01-07,2021-01-07 11:46:00.000000 UTC,GARBAGE COLLECTIONS,16740.0,TDS LANDFILL
2021-01-07,2021-01-07 04:23:00.000000 UTC,GARBAGE COLLECTIONS,8460.0,TDS LANDFILL
2021-01-07,2021-01-07 04:32:00.000000 UTC,GARBAGE COLLECTIONS,19560.0,TDS LANDFILL
2021-01-07,2021-01-07 10:32:00.000000 UTC,GARBAGE COLLECTIONS,15040.0,TDS LANDFILL
2021-01-07,2021-01-07 04:51:00.000000 UTC,GARBAGE COLLECTIONS,28620.0,TDS LANDFILL
2021-01-07,2021-01-08 07:23:00.000000 UTC,GARBAGE COLLECTIONS,6340.0,TDS LANDFILL
2021-01-07,2021-01-07 01:17:00.000000 UTC,GARBAGE COLLECTIONS,26520.0,TDS LANDFILL
2021-01-07,2021-01-07 05:39:00.000000 UTC,GARBAGE COLLECTIONS,11320.0,TDS LANDFILL
2021-01-07,2021-01-07 02:45:00.000000 UTC,GARBAGE COLLECTIONS,27240.0,TDS LANDFILL
2021-01-07,2021-01-07 01:01:00.000000 UTC,GARBAGE COLLECTIONS,12520.0,TDS LANDFILL
2021-01-07,2021-01-07 05:12:00.000000 UTC,GARBAGE COLLECTIONS,11140.0,TDS LANDFILL
2021-01-07,2021-01-07 10:33:00.000000 UTC,GARBAGE COLLECTIONS,16380.0,TDS LANDFILL
2021-01-07,2021-01-07 04:41:00.000000 UTC,GARBAGE COLLECTIONS,21900.0,TDS LANDFILL
2021-01-07,2021-01-07 04:48:00.000000 UTC,GARBAGE COLLECTIONS,29680.0,TDS LANDFILL
2021-01-07,2021-01-07 10:23:00.000000 UTC,GARBAGE COLLECTIONS,14860.0,TDS LANDFILL
2021-01-07,2021-01-07 01:20:00.000000 UTC,GARBAGE COLLECTIONS,6920.0,TDS LANDFILL
2021-01-07,2021-01-07 02:58:00.000000 UTC,GARBAGE COLLECTIONS,25560.0,TDS LANDFILL
2021-01-07,2021-01-07 04:40:00.000000 UTC,GARBAGE COLLECTIONS,28760.0,TDS LANDFILL
2021-01-07,2021-01-07 02:50:00.000000 UTC,GARBAGE COLLECTIONS,25560.0,TDS LANDFILL
2021-01-07,2021-01-07 05:19:00.000000 UTC,GARBAGE COLLECTIONS,8460.0,TDS LANDFILL
2021-01-07,2021-01-07 01:18:00.000000 UTC,GARBAGE COLLECTIONS,24560.0,TDS LANDFILL
2021-01-07,2021-01-07 05:26:00.000000 UTC,GARBAGE COLLECTIONS,22180.0,TDS LANDFILL
2021-01-07,2021-01-07 10:38:00.000000 UTC,GARBAGE COLLECTIONS,19660.0,TDS LANDFILL
2021-01-07,2021-01-07 05:30:00.000000 UTC,GARBAGE COLLECTIONS,12740.0,TDS LANDFILL
2021-01-07,2021-01-07 12:26:00.000000 UTC,GARBAGE COLLECTIONS,9740.0,TDS LANDFILL
2021-01-07,2021-01-08 06:05:00.000000 UTC,GARBAGE COLLECTIONS,5620.0,TDS LANDFILL
2021-01-07,2021-01-07 05:00:00.000000 UTC,GARBAGE COLLECTIONS,6940.0,TDS LANDFILL
2021-01-07,2021-01-07 12:30:00.000000 UTC,GARBAGE COLLECTIONS,21540.0,TDS LANDFILL
2021-01-07,2021-01-07 11:00:00.000000 UTC,GARBAGE COLLECTIONS,18240.0,TDS LANDFILL
2021-01-07,2021-01-07 04:15:00.000000 UTC,GARBAGE COLLECTIONS,19120.0,TDS LANDFILL
2021-01-07,2021-01-04 11:18:00.000000 UTC,GARBAGE COLLECTIONS,12760.0,TDS LANDFILL
2021-01-07,2021-01-07 03:30:00.000000 UTC,GARBAGE COLLECTIONS,29440.0,TDS LANDFILL
2021-01-07,2021-01-07 11:30:00.000000 UTC,GARBAGE COLLECTIONS,23680.0,TDS LANDFILL
2021-01-07,2021-01-07 05:00:00.000000 UTC,GARBAGE COLLECTIONS,7320.0,TDS LANDFILL
2021-01-07,2021-01-07 02:45:00.000000 UTC,GARBAGE COLLECTIONS,44980.0,TDS LANDFILL
2021-01-07,2021-01-07 05:00:00.000000 UTC,GARBAGE COLLECTIONS,13380.0,TDS LANDFILL
2021-01-07,2021-01-07 12:45:00.000000 UTC,GARBAGE COLLECTIONS,23900.0,TDS LANDFILL
2021-01-07,2021-01-07 03:30:00.000000 UTC,GARBAGE COLLECTIONS,7200.0,TDS LANDFILL
2021-01-07,2021-01-07 04:49:00.000000 UTC,GARBAGE COLLECTIONS,28040.0,TDS LANDFILL
2021-01-07,2021-01-07 05:10:00.000000 UTC,GARBAGE COLLECTIONS,27020.0,TDS LANDFILL
2021-01-07,2021-01-07 01:35:00.000000 UTC,GARBAGE COLLECTIONS,22860.0,TDS LANDFILL
2021-01-07,2021-01-07 05:24:00.000000 UTC,GARBAGE COLLECTIONS,22740.0,TDS LANDFILL
2021-01-07,2021-01-07 09:55:00.000000 UTC,GARBAGE COLLECTIONS,15320.0,TDS LANDFILL
2021-01-07,2021-01-07 05:25:00.000000 UTC,GARBAGE COLLECTIONS,20140.0,TDS LANDFILL
2021-01-07,2021-01-07 10:34:00.000000 UTC,GARBAGE COLLECTIONS,9740.0,TDS LANDFILL
2021-01-07,2021-01-07 04:05:00.000000 UTC,GARBAGE COLLECTIONS,7240.0,TDS LANDFILL
2021-01-07,2021-01-07 12:27:00.000000 UTC,MIXED LITTER,2160.0,TDS LANDFILL
2021-01-07,2021-01-07 01:44:00.000000 UTC,MIXED LITTER,3280.0,TDS LANDFILL
2021-01-07,2021-01-07 01:17:00.000000 UTC,BULK,2240.0,TDS LANDFILL
2021-01-07,2021-01-07 10:04:00.000000 UTC,BULK,800.0,TDS LANDFILL
2021-01-07,2021-01-07 05:08:00.000000 UTC,ORGANICS,16340.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 11:18:00.000000 UTC,ORGANICS,11060.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:17:00.000000 UTC,ORGANICS,11800.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 12:30:00.000000 UTC,ORGANICS,21920.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 06:58:00.000000 UTC,ORGANICS,16830.0,ORGANICS BY GOSH
2021-01-07,2021-01-08 04:08:00.000000 UTC,ORGANICS,18300.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:23:00.000000 UTC,ORGANICS,17500.0,ORGANICS BY GOSH
2021-01-07,2021-01-08 02:54:00.000000 UTC,ORGANICS,7880.0,ORGANICS BY GOSH
2021-01-07,2021-01-08 03:51:00.000000 UTC,ORGANICS,19780.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 07:06:00.000000 UTC,ORGANICS,3820.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:43:00.000000 UTC,ORGANICS,19840.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 06:00:00.000000 UTC,ORGANICS,11740.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 01:28:00.000000 UTC,ORGANICS,15160.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 01:06:00.000000 UTC,ORGANICS,13060.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:10:00.000000 UTC,ORGANICS,3200.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 04:55:00.000000 UTC,ORGANICS,13440.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 04:54:00.000000 UTC,ORGANICS,12960.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 04:09:00.000000 UTC,ORGANICS,16900.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 04:10:00.000000 UTC,ORGANICS,13060.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:00:00.000000 UTC,ORGANICS,18340.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 01:00:00.000000 UTC,ORGANICS,18240.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:25:00.000000 UTC,ORGANICS,3060.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 03:00:00.000000 UTC,ORGANICS,22280.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 12:13:00.000000 UTC,ORGANICS,13480.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:28:00.000000 UTC,ORGANICS,10960.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 11:11:00.000000 UTC,ORGANICS,17000.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:32:00.000000 UTC,ORGANICS,18720.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:50:00.000000 UTC,ORGANICS,20200.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 05:52:00.000000 UTC,ORGANICS,16000.0,ORGANICS BY GOSH
2021-01-07,2021-01-07 09:45:00.000000 UTC,RECYCLING - SINGLE STREAM,5680.0,BALCONES RECYCLING
2021-01-07,2021-01-05 11:18:00.000000 UTC,RECYCLING - SINGLE STREAM,2720.0,BALCONES RECYCLING
2021-01-07,2021-01-07 11:16:00.000000 UTC,RECYCLING - SINGLE STREAM,7180.0,BALCONES RECYCLING
2021-01-07,2021-01-07 12:49:00.000000 UTC,RECYCLING - SINGLE STREAM,3460.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:37:00.000000 UTC,RECYCLING - SINGLE STREAM,4840.0,BALCONES RECYCLING
2021-01-07,2021-01-07 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,3820.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,5580.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:50:00.000000 UTC,RECYCLING - SINGLE STREAM,2180.0,BALCONES RECYCLING
2021-01-07,2021-01-05 02:05:00.000000 UTC,RECYCLING - SINGLE STREAM,14720.0,BALCONES RECYCLING
2021-01-07,2021-01-05 04:00:00.000000 UTC,RECYCLING - SINGLE STREAM,4500.0,BALCONES RECYCLING
2021-01-07,2021-01-05 02:05:00.000000 UTC,RECYCLING - SINGLE STREAM,21400.0,BALCONES RECYCLING
2021-01-07,2021-01-05 02:45:00.000000 UTC,RECYCLING - SINGLE STREAM,6340.0,BALCONES RECYCLING
2021-01-07,2021-01-05 12:15:00.000000 UTC,RECYCLING - SINGLE STREAM,16960.0,BALCONES RECYCLING
2021-01-07,2021-01-05 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,4240.0,BALCONES RECYCLING
2021-01-07,2021-01-05 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,14620.0,BALCONES RECYCLING
2021-01-07,2021-01-05 01:16:00.000000 UTC,RECYCLING - SINGLE STREAM,11020.0,BALCONES RECYCLING
2021-01-07,2021-01-05 03:15:00.000000 UTC,RECYCLING - SINGLE STREAM,2920.0,BALCONES RECYCLING
2021-01-07,2021-01-07 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,15560.0,BALCONES RECYCLING
2021-01-07,2021-01-07 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,15240.0,BALCONES RECYCLING
2021-01-07,2021-01-07 12:20:00.000000 UTC,RECYCLING - SINGLE STREAM,21400.0,BALCONES RECYCLING
2021-01-07,2021-01-07 03:37:00.000000 UTC,RECYCLING - SINGLE STREAM,12580.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:44:00.000000 UTC,RECYCLING - SINGLE STREAM,12160.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:56:00.000000 UTC,RECYCLING - SINGLE STREAM,10420.0,BALCONES RECYCLING
2021-01-07,2021-01-07 03:13:00.000000 UTC,RECYCLING - SINGLE STREAM,11700.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:49:00.000000 UTC,RECYCLING - SINGLE STREAM,10640.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:43:00.000000 UTC,RECYCLING - SINGLE STREAM,17100.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:21:00.000000 UTC,RECYCLING - SINGLE STREAM,11120.0,BALCONES RECYCLING
2021-01-07,2021-01-07 09:59:00.000000 UTC,RECYCLING - SINGLE STREAM,10660.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:31:00.000000 UTC,RECYCLING - SINGLE STREAM,6620.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:30:00.000000 UTC,RECYCLING - SINGLE STREAM,11760.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:43:00.000000 UTC,RECYCLING - SINGLE STREAM,10960.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:23:00.000000 UTC,RECYCLING - SINGLE STREAM,13720.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:15:00.000000 UTC,RECYCLING - SINGLE STREAM,12120.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:05:00.000000 UTC,RECYCLING - SINGLE STREAM,11400.0,BALCONES RECYCLING
2021-01-07,2021-01-07 03:09:00.000000 UTC,RECYCLING - SINGLE STREAM,10700.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:20:00.000000 UTC,RECYCLING - SINGLE STREAM,10280.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:15:00.000000 UTC,RECYCLING - SINGLE STREAM,13000.0,BALCONES RECYCLING
2021-01-07,2021-01-07 09:58:00.000000 UTC,RECYCLING - SINGLE STREAM,11140.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:30:00.000000 UTC,RECYCLING - SINGLE STREAM,12300.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:30:00.000000 UTC,RECYCLING - SINGLE STREAM,11000.0,BALCONES RECYCLING
2021-01-07,2021-01-07 09:55:00.000000 UTC,RECYCLING - SINGLE STREAM,12320.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:30:00.000000 UTC,RECYCLING - SINGLE STREAM,13380.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:30:00.000000 UTC,RECYCLING - SINGLE STREAM,9580.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11100.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,13120.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,14680.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,15100.0,BALCONES RECYCLING
2021-01-07,2021-01-07 11:23:00.000000 UTC,RECYCLING - SINGLE STREAM,9660.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:44:00.000000 UTC,RECYCLING - SINGLE STREAM,8740.0,BALCONES RECYCLING
2021-01-07,2021-01-07 11:15:00.000000 UTC,RECYCLING - SINGLE STREAM,10960.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10140.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,14000.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,6120.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,14240.0,BALCONES RECYCLING
2021-01-07,2021-01-07 01:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11400.0,BALCONES RECYCLING
2021-01-07,2021-01-07 02:22:00.000000 UTC,RECYCLING - SINGLE STREAM,11680.0,BALCONES RECYCLING
2021-01-07,2021-01-07 10:34:00.000000 UTC,RECYCLING - SINGLE STREAM,11320.0,BALCONES RECYCLING
2021-01-08,2021-01-08 12:00:00.000000 UTC,LITTER,360.0,TDS - MRF
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-08,2021-01-08 01:06:00.000000 UTC,YARD TRIMMING,14880.0,HORNSBY BEND
2021-01-08,2021-01-08 02:56:00.000000 UTC,YARD TRIMMING,15600.0,HORNSBY BEND
2021-01-08,2021-01-08 12:00:00.000000 UTC,YARD TRIMMING,19040.0,HORNSBY BEND
2021-01-08,2021-01-08 01:49:00.000000 UTC,YARD TRIMMING,17020.0,HORNSBY BEND
2021-01-08,2021-01-08 02:13:00.000000 UTC,YARD TRIMMING,13320.0,HORNSBY BEND
2021-01-08,2021-01-08 01:10:00.000000 UTC,BULK,3720.0,TDS LANDFILL
2021-01-08,2021-01-08 11:57:00.000000 UTC,BULK,3040.0,TDS LANDFILL
2021-01-08,2021-01-08 01:42:00.000000 UTC,DEAD ANIMAL,20.0,TDS LANDFILL
2021-01-08,2021-01-08 01:47:00.000000 UTC,GARBAGE COLLECTIONS,14920.0,TDS LANDFILL
2021-01-08,2021-01-08 01:48:00.000000 UTC,GARBAGE COLLECTIONS,16000.0,TDS LANDFILL
2021-01-08,2021-01-08 01:51:00.000000 UTC,GARBAGE COLLECTIONS,16880.0,TDS LANDFILL
2021-01-08,2021-01-08 02:37:00.000000 UTC,GARBAGE COLLECTIONS,10600.0,TDS LANDFILL
2021-01-08,2021-01-08 01:55:00.000000 UTC,GARBAGE COLLECTIONS,13740.0,TDS LANDFILL
2021-01-08,2021-01-08 02:24:00.000000 UTC,GARBAGE COLLECTIONS,15240.0,TDS LANDFILL
